2020-08-20 17:21:27,593 [INFO]: #  From Excel import testsuite success
2020-08-20 17:21:30,654 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:30,655 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-08-20 17:21:30,655 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-08-20 17:21:33,191 [INFO]: #  --- success ---
2020-08-20 17:21:33,391 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-08-20 17:21:33,394 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-08-20 17:21:33,405 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-08-20 17:21:33,415 [INFO]: #  --- success ---
2020-08-20 17:21:33,615 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:33,615 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-08-20 17:21:33,616 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-08-20 17:21:34,378 [INFO]: #  --- success ---
2020-08-20 17:21:34,578 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-08-20 17:21:35,408 [INFO]: #  --- success ---
2020-08-20 17:21:35,608 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-08-20 17:21:36,255 [INFO]: #  --- success ---
2020-08-20 17:21:36,455 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-08-20 17:21:38,147 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-08-20 17:21:38,147 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-08-20 17:21:38,161 [INFO]: #  --- success ---
2020-08-20 17:21:38,362 [INFO]: #  ==================================================
2020-08-20 17:21:38,363 [INFO]: #  ...No SETUP testcase need to run...
2020-08-20 17:21:38,363 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:38,364 [INFO]: #  >>> Run the TestCase: AEQ_001|审核编辑
2020-08-20 17:21:38,366 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-08-20 17:21:38,369 [INFO]: #  >>> Run the TestCase: CQ_001|新增其他入库
2020-08-20 17:21:38,370 [INFO]: #  Run the Step: 1|登录页面|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:39,093 [INFO]: #  --- success ---
2020-08-20 17:21:39,294 [INFO]: #  Run the Step: 2|登录页面|CLICK|通用-左侧栏二级菜单#入库管理
2020-08-20 17:21:40,480 [INFO]: #  --- success ---
2020-08-20 17:21:40,681 [INFO]: #  Run the Step: 3|登录页面|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:41,362 [INFO]: #  --- success ---
2020-08-20 17:21:41,562 [INFO]: #  Page:其他入库 element:tab其他入库
2020-08-20 17:21:41,563 [INFO]: #  Run the Step: 4|其他入库|CLICK|tab其他入库
2020-08-20 17:21:41,954 [ERROR]: #  +++ failure +++
Traceback (most recent call last):
  File "daitest\testcase.py", line 137, in run
  File "daitest\keywords\web.py", line 175, in click
  File "daitest\locator.py", line 23, in locating_element
Exception: Locating the element:tab其他入库 is Failure, this element is not define
2020-08-20 17:21:41,957 [INFO]: #  ==================================================
2020-08-20 17:21:41,958 [INFO]: #  ...No SETUP testcase need to run...
2020-08-20 17:21:41,959 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:41,960 [INFO]: #  >>> Run the TestCase: DQ_001|删除入库订单
2020-08-20 17:21:41,961 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-08-20 17:21:41,964 [INFO]: #  >>> Run the TestCase: CQ_001|新增其他入库
2020-08-20 17:21:41,966 [INFO]: #  Run the Step: 1|其他入库|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:42,721 [INFO]: #  --- success ---
2020-08-20 17:21:42,921 [INFO]: #  Run the Step: 2|其他入库|CLICK|通用-左侧栏二级菜单#入库管理
2020-08-20 17:21:43,540 [INFO]: #  --- success ---
2020-08-20 17:21:43,740 [INFO]: #  Run the Step: 3|其他入库|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:44,433 [INFO]: #  --- success ---
2020-08-20 17:21:44,634 [INFO]: #  Page:其他入库 element:tab其他入库
2020-08-20 17:21:44,635 [INFO]: #  Run the Step: 4|其他入库|CLICK|tab其他入库
2020-08-20 17:21:44,999 [ERROR]: #  +++ failure +++
Traceback (most recent call last):
  File "daitest\testcase.py", line 137, in run
  File "daitest\keywords\web.py", line 175, in click
  File "daitest\locator.py", line 23, in locating_element
Exception: Locating the element:tab其他入库 is Failure, this element is not define
2020-08-20 17:21:45,001 [INFO]: #  ==================================================
2020-08-20 17:21:45,002 [INFO]: #  ...No SETUP testcase need to run...
2020-08-20 17:21:45,003 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:45,004 [INFO]: #  >>> Run the TestCase: CH_001|查看需求订单
2020-08-20 17:21:45,005 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-08-20 17:21:45,008 [INFO]: #  >>> Run the TestCase: CQ_001|新增其他入库
2020-08-20 17:21:45,009 [INFO]: #  Run the Step: 1|其他入库|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:45,671 [INFO]: #  --- success ---
2020-08-20 17:21:45,872 [INFO]: #  Run the Step: 2|其他入库|CLICK|通用-左侧栏二级菜单#入库管理
2020-08-20 17:21:46,462 [INFO]: #  --- success ---
2020-08-20 17:21:46,663 [INFO]: #  Run the Step: 3|其他入库|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:21:47,342 [INFO]: #  --- success ---
2020-08-20 17:21:47,543 [INFO]: #  Page:其他入库 element:tab其他入库
2020-08-20 17:21:47,545 [INFO]: #  Run the Step: 4|其他入库|CLICK|tab其他入库
2020-08-20 17:21:47,921 [ERROR]: #  +++ failure +++
Traceback (most recent call last):
  File "daitest\testcase.py", line 137, in run
  File "daitest\keywords\web.py", line 175, in click
  File "daitest\locator.py", line 23, in locating_element
Exception: Locating the element:tab其他入库 is Failure, this element is not define
2020-08-20 17:21:50,190 [INFO]: #  --- Quit th Driver: Chrome
2020-08-20 17:21:50,247 [INFO]: #  From Excel import testsuite success
2020-08-20 17:21:52,781 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:52,782 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-08-20 17:21:52,783 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-08-20 17:21:55,481 [INFO]: #  --- success ---
2020-08-20 17:21:55,681 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-08-20 17:21:55,684 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-08-20 17:21:55,696 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-08-20 17:21:55,713 [INFO]: #  --- success ---
2020-08-20 17:21:55,914 [INFO]: #  --------------------------------------------------
2020-08-20 17:21:55,914 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-08-20 17:21:55,916 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-08-20 17:21:56,677 [INFO]: #  --- success ---
2020-08-20 17:21:56,877 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-08-20 17:21:57,732 [INFO]: #  --- success ---
2020-08-20 17:21:57,933 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-08-20 17:21:58,581 [INFO]: #  --- success ---
2020-08-20 17:21:58,782 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-08-20 17:22:00,353 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-08-20 17:22:00,354 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-08-20 17:22:00,355 [INFO]: #  --- success ---
2020-08-20 17:22:00,555 [INFO]: #  ==================================================
2020-08-20 17:22:00,555 [INFO]: #  ...No SETUP testcase need to run...
2020-08-20 17:22:00,556 [INFO]: #  --------------------------------------------------
2020-08-20 17:22:00,557 [INFO]: #  >>> Run the TestCase: AEQ_001|审核编辑
2020-08-20 17:22:00,558 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-08-20 17:22:00,563 [INFO]: #  >>> Run the TestCase: CQ_001|新增其他出库
2020-08-20 17:22:00,564 [INFO]: #  Run the Step: 1|登录页面|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:22:01,314 [INFO]: #  --- success ---
2020-08-20 17:22:01,517 [INFO]: #  Run the Step: 2|登录页面|CLICK|通用-左侧栏二级菜单#出库管理
2020-08-20 17:22:02,656 [INFO]: #  --- success ---
2020-08-20 17:22:02,856 [INFO]: #  Run the Step: 3|登录页面|CLICK|通用-左侧栏一级菜单#仓库管理
2020-08-20 17:22:03,549 [INFO]: #  --- success ---
2020-08-20 17:22:03,751 [INFO]: #  Run the Step: 4|其他出库|CLICK|其他出库-tab其他出库
2020-08-20 17:22:04,586 [INFO]: #  --- success ---
2020-08-20 17:22:04,787 [INFO]: #  Run the Step: 5|其他出库|CLICK|其他出库-btn新增
2020-08-20 17:22:05,839 [INFO]: #  --- success ---
2020-08-20 17:22:06,039 [INFO]: #  Run the Step: 6|其他出库|CHECK|其他出库-lab出库状态#未定义
2020-08-20 17:22:06,118 [INFO]: #  DATA:'未定义'
2020-08-20 17:22:06,119 [INFO]: #  REAL:'未定义'
2020-08-20 17:22:06,121 [INFO]: #  --- success ---
2020-08-20 17:22:06,322 [INFO]: #  Run the Step: 7|其他出库|CLICK|其他出库-sel出库类型
2020-08-20 17:22:07,003 [INFO]: #  --- success ---
2020-08-20 17:22:07,203 [INFO]: #  Run the Step: 8|其他出库|CLICK|其他出库-val出库类型-送货
2020-08-20 17:22:07,885 [INFO]: #  --- success ---
2020-08-20 17:22:08,087 [INFO]: #  Run the Step: 9|其他出库|CLICK|其他出库-btn新 增
2020-08-20 17:22:08,897 [INFO]: #  --- success ---
2020-08-20 17:22:09,098 [INFO]: #  Run the Step: 10|其他出库|CLICK|其他出库-sel物料编码
2020-08-20 17:22:09,779 [INFO]: #  --- success ---
2020-08-20 17:22:09,979 [INFO]: #  Run the Step: 11|其他出库|CLICK|其他出库-val物料编码-1204142
